,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
461,"RT @andy_christophi: @MegumiMatsuda3 Live-stream 👇
https://t.co/b5KMNq3zKi",   live stream    ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
462,RT @ACOSS: Alarming &amp; dangerous - ACOSS CEO @cassandragoldie on Facebook’s irresponsible action which left many without vital info from com…, alarming  amp  dangerous   acoss ceo   on facebook s irresponsible action which left many without vital info from com ,4.625929269271485e-18,0.4166666666666667,negative,0.419,0.581,0.0,-0.812
463,RT @alefrausto: Nos pronunciamos en contra de la censura. Facebook restringió la página del @INEHRM por la difusión de una efeméride de la…, nos pronunciamos en contra de la censura  facebook restringi  la p gina del   por la difusi n de una efem ride de la ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
464,"LA CANCION DEL PERDON KARAOKE
disponible: contacto: wathsaap 1(809)251-4244
email.  grupomusicalhuellas@hotmail.com… https://t.co/soAhl47EUR",la cancion del perdon karaoke disponible  contacto  wathsaap 1 809 251 4244 email   grupomusicalhuellas  com   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
468,"RT @StarFMBaguio: Let's give our Star Songs a chance to enter the nationwide #Perfect10Countdown! Vote via Twitter and Facebook.

Format:
#…", let s give our star songs a chance to enter the nationwide  perfect10countdown  vote via twitter and facebook   format    ,0.0,0.0,positive,0.0,0.889,0.111,0.25
470,"RT @profyug: Bock Coté et Durocher de l'écurie Péladeau, nient le racisme systémique mais dénoncent Le racisme anti-blanc.
https://t.co/wXH…", bock cot  et durocher de l  curie p ladeau  nient le racisme syst mique mais d noncent le racisme anti blanc   ,0.0,0.0,negative,0.119,0.881,0.0,-0.3182
472,"⚽#Deportes | Pochettino: ""El futuro de Mbappé se aclarará pronto""
https://t.co/QHvR2rMyFF https://t.co/y63D4hAdBf",  deportes   pochettino   el futuro de mbapp  se aclarar  pronto     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
473,Felicitaciones hermana @k_ry74 Lic Karina Romero. Siempre pensando en crear espacios de contención para incluir a t… https://t.co/jQAyOlZXhx,felicitaciones hermana   ry74 lic karina romero  siempre pensando en crear espacios de contenci n para incluir a t   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
474,RT @1205fiorella: @brunasaracco @angelinascanu @NatMarmo @laura_ceruti @Laila76913893 @SIPARISipari @elvielly @Paroledipaola @Gio15474822 @…,         ceruti             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
477,"RT @Jon_Danzig: Despite previous statements to the contrary, it is today revealed that #UKGov signed its contract for the supply of #Covid1…", despite previous statements to the contrary  it is today revealed that  ukgov signed its contract for the supply of  covid1 ,-0.16666666666666666,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
478,RT @AP: The Chinese government is defending its use of Twitter and Facebook after an @AP investigation found it had used its growing social…, the chinese government is defending its use of twitter and facebook after an   investigation found it had used its growing social ,0.016666666666666666,0.03333333333333333,positive,0.0,0.922,0.078,0.1779
479,https://t.co/u5tUXhNj0o, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
482,"Facebook, of which I am no fan, needs to crush this attempted extortion by Murdoch and his Australian government.",facebook  of which i am no fan  needs to crush this attempted extortion by murdoch and his australian government ,0.0,0.0,negative,0.18,0.711,0.109,-0.128
483,"It's the 7th Day of the Chinese New Year. Happy Birthday to EVERYONE!! 

https://t.co/lFDVMO6405",it s the 7th day of the chinese new year  happy birthday to everyone      ,0.31212121212121213,0.48484848484848486,positive,0.0,0.764,0.236,0.5719
484,RT @thephysicsgirl: I made this ad so we can let Australia know about the Perseverance landing on Facebook https://t.co/yKKCvMbqaQ, i made this ad so we can let australia know about the perseverance landing on facebook  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
485,"#ConcejoVisible #EnVivo 
Conversatorio Virtual: 
Plan de Vacunación Contra el Covid-19 en Montería.
Invitados:
Yami… https://t.co/AHmhMPwGUj", concejovisible  envivo  conversatorio virtual   plan de vacunaci n contra el covid 19 en monter a  invitados  yami   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
486,RT @INDems: We’re live! Come join us on Facebook @INDems. https://t.co/EuNiaEXMci, we re live  come join us on facebook     ,0.13636363636363635,0.5,positive,0.0,0.761,0.239,0.296
488,RT @chipublib: Join librarians as they make delicious treats for our #SnacksInTheStacks cooking program! Each dish is made from cookbooks t…, join librarians as they make delicious treats for our  snacksinthestacks cooking program  each dish is made from cookbooks t ,1.0,1.0,positive,0.0,0.731,0.269,0.7096
490,@PizzaX how about Bloomington's own @CarsonsBBQ - been lucky enough to have their BBQ a few times. Carson's does it… https://t.co/RIkyLspbty,  how about bloomington s own     been lucky enough to have their bbq a few times  carson s does it   ,0.18333333333333335,0.6083333333333334,positive,0.0,0.843,0.157,0.4215
493,"RT @vagoner35: Exhorta @ssp_sonora a seguir previniendo extorsión telefónica
Se invita a contar con aplicación móvil “Antiextorsión Sonora”…", exhorta   sonora a seguir previniendo extorsi n telef nica se invita a contar con aplicaci n m vil  antiextorsi n sonora  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
495,#Hazlocomoniña 💪🏾💪🏾 https://t.co/wQsAtLZNmr, hazlocomoni a       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
496,"RT @KetanJ0: RenewEconomy and sister sites blocked on Facebook, along with other media

""the real victims of this new code and the response…", reneweconomy and sister sites blocked on facebook  along with other media   the real victims of this new code and the response ,0.07045454545454545,0.3765151515151515,negative,0.188,0.812,0.0,-0.5267
501,omo see own goal 😂😂aunty pls goan meet ur mates for facebook abeg 🙏🏾 https://t.co/To4TGCtu97,omo see own goal   aunty pls goan meet ur mates for facebook abeg     ,0.6,1.0,positive,0.0,0.902,0.098,0.0772
502,"RT @Festabailei: A estreia da Bailei acontece dia 06 de março (sábado), no Madureira Show. Vindo com um time de DJs que prometem estremecer…", a estreia da bailei acontece dia 06 de mar o  s bado   no madureira show  vindo com um time de djs que prometem estremecer ,0.0,0.0,negative,0.099,0.901,0.0,-0.296
503,"RT @SantaMartaDTCH: #ENVIVO| Conversamos sobre el Inicio de la Vacuna contra el Covid-19 en Santa Marta. 💉

Conéctate aquí 
👉🏻https://t.co/…",  envivo  conversamos sobre el inicio de la vacuna contra el covid 19 en santa marta     con ctate aqu      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
504,"RT @Hasardevi: ⚠️El Facebook sigue haciendo lo que le viene en gana en materia de censura, ayer le tocó al @INEHRM 
#NoALaCensura ⤵️",   el facebook sigue haciendo lo que le viene en gana en materia de censura  ayer le toc  al     noalacensura   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
505,"RT @MovCiudadanoMX: En medio de la crisis sanitaria que vivimos, la discusión en torno a la salud se ha vuelto más importante que nunca. Po…", en medio de la crisis sanitaria que vivimos  la discusi n en torno a la salud se ha vuelto m s importante que nunca  po ,0.0,0.0,negative,0.274,0.641,0.085,-0.743
506,"RT @MasakiOshikawa: そもそも高須 @katsuyatakasu 氏に心酔して大村知事リコール運動に参加したこと自体がアレなのですが、それは置いておいて、「純真なボランティア」として参加した方の貴重な告発です↓
https://t.co/j54qwuv6Om",                                                                                    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
508,"RT @playmore_TH: #หวานใจมิวกลัฟ จ๋าาาาาาา❤️
💟 เเอดขอประกาศรายชื่อ 100 คนแรก ที่จะได้รับการ์ดลายพิเศษพร้อมลายเซ็นจาก MewGulf กันไปเลยยย 
หวา…",                                                  100                                               mewgulf                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
509,"RT @jeamish: Far too many people seem to think Facebook was doing the publishers a favour by showing news stories, so this is a  thread to…", far too many people seem to think facebook was doing the publishers a favour by showing news stories  so this is a  thread to ,0.3,0.75,positive,0.0,0.879,0.121,0.4404
511,"RT @PrisonPlanet: Facebook is now interfering with the the functioning of major sovereign countries.

""It's just a private company, it can…", facebook is now interfering with the the functioning of major sovereign countries    it s just a private company  it can ,0.03125,0.4375,neutral,0.0,1.0,0.0,0.0
512,"RT @TeleGaspe: Encore une fois, l’édition de février du ⁦@Graffici⁩ vous propose une foule de sujets fascinants. ⁦@NelsonSergerie⁩, journal…", encore une fois  l  dition de f vrier du     vous propose une foule de sujets fascinants       journal ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
514,https://t.co/XRtlhE2ek2, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
515,RT @_MollieGorman: Facebook’s ability to shut down so many pages literally overnight is proof it could have done a lot more a lot quicker t…, facebook s ability to shut down so many pages literally overnight is proof it could have done a lot more a lot quicker t ,0.2814814814814815,0.42962962962962964,positive,0.0,0.892,0.108,0.3182
517,"RT @FrackFreeWA: Our Facebook page is completely down. If you often get our updates from there, highly recommend signing up for our email u…", our facebook page is completely down  if you often get our updates from there  highly recommend signing up for our email u ,0.0022222222222222088,0.4144444444444444,positive,0.0,0.877,0.123,0.4201
518,Is Facebook a platform or a publisher? Who cares. The Australian newspaper is not doing philosophy. It is engaged i… https://t.co/hXJLz8V7AT,is facebook a platform or a publisher  who cares  the australian newspaper is not doing philosophy  it is engaged i   ,0.0,0.0,positive,0.0,0.725,0.275,0.6908
520,"RT @ImeldaOfficial: If you’d like to win a signed copy of my latest album plus a zoom meet and greet with me.

They will be holding a live…", if you d like to win a signed copy of my latest album plus a zoom meet and greet with me   they will be holding a live ,0.4787878787878788,0.6,positive,0.0,0.699,0.301,0.8225
522,RT @ComdtADFA: The final morning of practice is underway ahead of the CDF Parade tomorrow. Our trainee officers are looking good in their d…, the final morning of practice is underway ahead of the cdf parade tomorrow  our trainee officers are looking good in their d ,0.15,0.6111111111111112,positive,0.0,0.873,0.127,0.4404
523,Well Facebook is shitfull for doing that 💩💩💩💩💩 https://t.co/hnRIfyPEcT,well facebook is shitfull for doing that        ,0.0,0.0,positive,0.0,0.741,0.259,0.2732
525,RT @PeterAskin1: Beautiful dilute calico princess in #ParisTX wants that home  please! (Transport to Rockwall available). PM Stephanie Ann…, beautiful dilute calico princess in  paristx wants that home  please   transport to rockwall available   pm stephanie ann ,0.4833333333333334,0.5,positive,0.0,0.708,0.292,0.7351
526,@TurnbullMalcolm gets to the heart of what the Facebook news debacle is really all about. His suggestion of a tax o… https://t.co/jOXG8UEh8n,  gets to the heart of what the facebook news debacle is really all about  his suggestion of a tax o   ,0.2,0.2,neutral,0.0,1.0,0.0,0.0
527,RT @KijiArt: Collected from Facebook. Please stay safe! https://t.co/G3YUlKgOme, collected from facebook  please stay safe   ,0.5,0.5,positive,0.0,0.435,0.565,0.6369
528,"RT @oiregoRRR: Comentário foi no facebook ou instagram?
Cadê o Carlos Eduardo?

Parabéns, o Presidente te ajudou!🤡 https://t.co/MPw7GgynvQ", coment rio foi no facebook ou instagram  cad  o carlos eduardo   parab ns  o presidente te ajudou    ,0.0,0.0,negative,0.136,0.864,0.0,-0.296
529,https://t.co/cH34IFmC9N, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
532,https://t.co/SQfzgvP1T0, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
534,"Strange times indeed!
I.C.E. has been impacted by the new #FacebookNewsBan. Our Facebook page has been taken down a… https://t.co/vnWuUq8dEC",strange times indeed  i c e  has been impacted by the new  facebooknewsban  our facebook page has been taken down a   ,-0.02306397306397308,0.2978114478114478,negative,0.101,0.899,0.0,-0.2023
536,RT @nytimes: Facebook decided to block journalism from its platform in Australia rather than pay for it. But it is more than just the news…, facebook decided to block journalism from its platform in australia rather than pay for it  but it is more than just the news ,0.5,0.5,negative,0.13,0.87,0.0,-0.2846
537,"RT @SaraLdeG: Inicia ya el webinar ""Efectos del anteproyecto de #Ley de @Conacyt_MX en la docencia, la formación de recursos humanos y la i…", inicia ya el webinar  efectos del anteproyecto de  ley de   mx en la docencia  la formaci n de recursos humanos y la i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
538,"RT @ddhh_scjn: ¡Nos vemos el viernes en la “Cátedra de Derechos Humanos”!

Podremos escuchar el debate entre Luigi Ferrajoli y @Rgargarella…",  nos vemos el viernes en la  c tedra de derechos humanos    podremos escuchar el debate entre luigi ferrajoli y   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
539,"RT @TexasThailand: @KarayamaTH เพราะนายไม่ยอมเอามาจากเฟสไง เนี่ย ต้องให้สอน!   

https://t.co/6RZRCK1CSE",                                                      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
541,Inscripciones Abiertas!!! https://t.co/rSg8H8eo5l a través de @FacebookWatch,inscripciones abiertas      a trav s de  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
542,Facebook me volvió a bloquear por 7 días solo por comentar j0t0 😬🤨 a este ritmo deberé crearme uno de respaldo,facebook me volvi  a bloquear por 7 d as solo por comentar j0t0    a este ritmo deber  crearme uno de respaldo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
544,RT @karriehiggins: Texas!! Iowa hasn’t forgotten how you helped us during Hurricane Derecho 2020 and now the amazing Willy Ray Fairley of W…, texas   iowa hasn t forgotten how you helped us during hurricane derecho 2020 and now the amazing willy ray fairley of w ,0.6000000000000001,0.9,positive,0.08,0.759,0.16,0.4404
546,RT @Loco_Prino: Que hace un fiel oyente de @UnDinamo cdo le piden recomendaciones de radio en un grupo de + de 4k de miembros? Recomienda #…, que hace un fiel oyente de   cdo le piden recomendaciones de radio en un grupo de   de 4k de miembros  recomienda   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
547,"[LE JT]

Le #macronie mafieuse parasitaires #vereux procédera-t-il à un #coupdEtat #electoral ?

Le JT :… https://t.co/1wmGOpNwdy", le jt   le  macronie mafieuse parasitaires  vereux proc dera t il   un  coupdetat  electoral    le jt     ,0.0,0.0,positive,0.0,0.774,0.226,0.4215
548,RT @axelliuslazarus: akala ko nagbibiruan lang tayo dito sa facebook dika pala talaga gumagawa ng modules., akala ko nagbibiruan lang tayo dito sa facebook dika pala talaga gumagawa ng modules ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
550,Um so I won't lie the first time I saw LOL on Facebook I thought it meant Lots of Love cos this guy I was chatting… https://t.co/83MfKioRFO,um so i won t lie the first time i saw lol on facebook i thought it meant lots of love cos this guy i was chatting   ,0.5166666666666667,0.5444444444444444,positive,0.0,0.633,0.367,0.8999
553,"#ToryGovt forced to admit that they do not subsidise Scotland.
#BelieveInScotland
#indyref2 https://t.co/B3oiiymEa5", torygovt forced to admit that they do not subsidise scotland   believeinscotland  indyref2  ,-0.30000000000000004,0.2,negative,0.203,0.676,0.122,-0.296
555,"RT @inTouchVic: Hey Facebook, can we...have our page back? #FacebookBan https://t.co/xVVpHI5Rtp", hey facebook  can we   have our page back   facebookban  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
556,"We are back like we never left! 👊🤛🤜👊
Glory Of #Kings 👑 @GOK2019
New season 2 episode #1 #speakingLife!

Help us rea… https://t.co/1GbiaLf4Wx",we are back like we never left       glory of  kings     new season 2 episode  1  speakinglife   help us rea   ,0.04545454545454545,0.15151515151515152,positive,0.129,0.635,0.236,0.3291
557,Saw this gem on Facebook and thought I’d share! @tedcruz  please fucking resign already. #TexasFreeze… https://t.co/O1jR0ihyRh,saw this gem on facebook and thought i d share     please fucking resign already   texasfreeze   ,-0.6,0.8,positive,0.157,0.582,0.262,0.204
558,@4n6expert @PETEPETEPETERR @briannacasey1 Turn Facebook into a cooperative?,      turn facebook into a cooperative ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
559,"RT @reddogsusie: #TN #MEMPHIS
🆘🆘CODE RED Brenmar 5yr 6mo hw- CONFISCATED FOR CRUELTY WITH 4 PALS All this family are shy &amp; overwhelmed by t…",  tn  memphis   code red brenmar 5yr 6mo hw  confiscated for cruelty with 4 pals all this family are shy  amp  overwhelmed by t ,-0.25,0.25,negative,0.235,0.717,0.048,-0.6908
561,@SenBlumenthal I never buy anything off of Facebook or Google no one should. I never click the link either,  i never buy anything off of facebook or google no one should  i never click the link either,0.0,0.0,negative,0.128,0.872,0.0,-0.296
562,"RT @MiMuseoIndigena: ¡Es hora! Ya comienza la transmisión del documental ""Cuando baila el sol"", de la comunidad #purhépecha de Janitzio, #M…",  es hora  ya comienza la transmisi n del documental  cuando baila el sol   de la comunidad  purh pecha de janitzio   m ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
564,"@GrogsGamut I don’t think so Greg.
Facebook did the logical response and stopped allowing news media to post their… https://t.co/dJRh1jfp9x",  i don t think so greg  facebook did the logical response and stopped allowing news media to post their   ,0.25,0.25,negative,0.106,0.894,0.0,-0.2263
565,"💚  EN VIVO🔋🔌
📺  Checa AHORA la transmisión de este #JuevesVerde con @MxMareaVerde

""Mareas Verdes: de Argentina a M… https://t.co/C801LeOfPS",   en vivo      checa ahora la transmisi n de este  juevesverde con     mareas verdes  de argentina a m   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
566,RT @jenbechwati: Prime Minister @ScottMorrisonMP says @Facebook’s actions today were “arrogant as they were disappointing” he’s says these…, prime minister   says   s actions today were  arrogant as they were disappointing  he s says these ,-0.6,0.7,negative,0.348,0.652,0.0,-0.7506
567,"RT @boumala_f: #بوضوح !
#فضيل_بوماله
يا سيد تبون، العفو يكون عن المذنبين وليس عن الأبرياء من مثل معتقلي الرأي الذين اعتدى عليهم نظامك البول…",                                                                                                                              ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
568,Turn Facebook off ffs https://t.co/2TdjRWaizP,turn facebook off ffs  ,0.0,0.0,negative,0.559,0.441,0.0,-0.5859
571,"𝗦𝗘𝗟𝗔𝗠𝗔𝗧 𝗠𝗘𝗡𝗬𝗔𝗠𝗕𝗨𝗧 𝗛𝗔𝗥𝗜 𝗔𝗡𝗧𝗜𝗗𝗔𝗗𝗔𝗛 𝗞𝗘𝗕𝗔𝗡𝗚𝗦𝗔𝗔𝗡 𝗞𝗘 -𝟯𝟴

#DadahTerkawal2025
#LebihBaikCegah
#HADK2021… https://t.co/h8o8rq08c5",                                                     dadahterkawal2025  lebihbaikcegah  hadk2021   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
572,@stretchitout222 @JoshFrydenberg 👇 Facebook without news https://t.co/KhA7vsTyEh,      facebook without news  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
575,"RT @MichaelWestBiz: @SamT57498755 yes, so if this were decent policy, the Australian Government would tax Google and Facebook properly, set…",   yes  so if this were decent policy  the australian government would tax google and facebook properly  set ,0.05555555555555555,0.25555555555555554,positive,0.0,0.856,0.144,0.4019
576,https://t.co/muW5U85OCr, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
577,No facebook: 💖🥰🤩👩‍❤️‍👨💐.                       Dentro de casa: 🤬🤮👊🏻💣,no facebook                                    dentro de casa       ,0.0,0.0,negative,0.355,0.645,0.0,-0.296
578,"RT @PoderJudicialPY: #ConcursoNotarios 

La CSJ prevé la transmisión en vivo del #15ConcursoNotarios a través de sus diferentes plataformas…",  concursonotarios   la csj prev  la transmisi n en vivo del  15concursonotarios a trav s de sus diferentes plataformas ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
583,Administrators are continuing to monitor the situation throughout today. The university will continue to provide up… https://t.co/tUuQ7iuGQ5,administrators are continuing to monitor the situation throughout today  the university will continue to provide up   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
585,https://t.co/rnZKP11N5o, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
586,"@ElieNYC Hi Elie, 
I enjoy your reporting so much I decided to share it, by creating a new FB group.  https://t.co/2HSFWAiUiP",  hi elie   i enjoy your reporting so much i decided to share it  by creating a new fb group    ,0.24545454545454548,0.38484848484848483,positive,0.0,0.631,0.369,0.765
587,Thank you BLOC member Kelly White! https://t.co/im461ymznO,thank you bloc member kelly white   ,0.0,0.0,positive,0.0,0.667,0.333,0.3612
588,"RT @TheGentleBarn: The Gentle Barn Tennessee &amp; Missouri have been experiencing freezing weather, power outages &amp; more these past couple of…", the gentle barn tennessee  amp  missouri have been experiencing freezing weather  power outages  amp  more these past couple of ,0.15,0.5166666666666667,positive,0.066,0.798,0.136,0.3612
590,"RT @LoveOfMewlions: Don't forget to cast your votes for and steam Good day!

YouTube Stream 50%
➡️https://t.co/3QTSRymR1U

Facebook Poll 35…", don t forget to cast your votes for and steam good day   youtube stream 50       facebook poll 35 ,0.7,0.6000000000000001,positive,0.096,0.758,0.146,0.25
591,Perdi meu Facebook nice,perdi meu facebook nice,0.6,1.0,positive,0.0,0.517,0.483,0.4215
593,"RT @HU_DramaDance: Hi all! Check out a few segments from our interview with Kevin Free, director of Barbecue! Wanna read the entire intervi…", hi all  check out a few segments from our interview with kevin free  director of barbecue  wanna read the entire intervi ,0.06666666666666667,0.5083333333333333,positive,0.0,0.852,0.148,0.5106
594,"@Melina_Geo Join lots of Facebook local pages too, to post her photo, local newspapers,  if you haven't already.
❤",  geo join lots of facebook local pages too  to post her photo  local newspapers   if you haven t already   ,0.0,0.0,positive,0.0,0.885,0.115,0.296
595,Los mejores termos y vasos térmicos en El Pez Gordo comunicate de parte de DELPESCADOR y tenes 12 cuotas y envio gr… https://t.co/iHBw4cmmU1,los mejores termos y vasos t rmicos en el pez gordo comunicate de parte de delpescador y tenes 12 cuotas y envio gr   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
596,https://t.co/eIOlagRgFC, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
598,Thursday's Roast Turkey Dinner Special with all the fixins 5pm - Close Same as the lunch special but a dinner sized… https://t.co/MZTllgGTRx,thursday s roast turkey dinner special with all the fixins 5pm   close same as the lunch special but a dinner sized   ,0.2380952380952381,0.4226190476190476,positive,0.0,0.821,0.179,0.4019
599,"RT @BellumPaxBR: Highlighting the fact that many Ethiopians are Christians, I reached about 2,000 Brazilians in a post about the massacres…", highlighting the fact that many ethiopians are christians  i reached about 2 000 brazilians in a post about the massacres ,0.5,0.5,positive,0.0,0.92,0.08,0.1027
600,@MarkAllenJr Bad move Facebook 😾,  bad move facebook  ,-0.6999999999999998,0.6666666666666666,negative,0.636,0.364,0.0,-0.5423
601,"RT @MobileTHfans: ดูก็รู้ว่าใครซนสุด 😜

#MobileBNK48 
#MusicBNK48
#JaneBNK48
#BNK48 

Cr. IG JaneBNK48
ช่องทางติดตามน้องโมบาย
IG : https://…",                        mobilebnk48   musicbnk48  janebnk48  bnk48   cr  ig janebnk48                        ig    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
602,"RT @eichan4649douzo: 【Facebookを使って2万円の報酬を得ませんか？】

Facebookを使って単発ですが、2万円の報酬を得る案件をいただきました。

条件は【Facebookを開設して1年以上経過している】です。

インスタグラムでも募集中。

興…",  facebook    2               facebook          2                         facebook     1                                ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
603,@sportingphotos @DimenitalArcher @christinalcee @twitcher_the @cog_ink you do know the abc has been pushing for thi… https://t.co/UieyDQkuDC,        the   ink you do know the abc has been pushing for thi   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
604,"RT @yoorobbongs: here's your daily reminder to vote for sad movie on tpop's poll 🤍

twitter:
https://t.co/WC5a3ImAad

fb:
https://t.co/NO1B…", here s your daily reminder to vote for sad movie on tpop s poll    twitter     fb   ,-0.25,0.5,negative,0.193,0.807,0.0,-0.4767
606,RT @GuardianAus: Facebook under fire over move to 'bully democracy' in Australia https://t.co/aelLWEcZWF, facebook under fire over move to  bully democracy  in australia  ,0.0,0.0,negative,0.412,0.588,0.0,-0.6808
608,What happened last week. I’ve seen hella engagement rings being sold on Facebook,what happened last week  i ve seen hella engagement rings being sold on facebook,0.0,0.06666666666666667,positive,0.0,0.785,0.215,0.5095
610,RT @BetootaAdvocate: Jenny Tells PM To Look At Facebook Changes As If His Own Daughters Were Independent Newspapers: https://t.co/hyAUjn5ah…, jenny tells pm to look at facebook changes as if his own daughters were independent newspapers   ,0.3,0.5625,neutral,0.0,1.0,0.0,0.0
611,"RT @CaseyNewton: Very good on the hypocrisy of Australian politicians from @benthompson
https://t.co/islhfeYaeX https://t.co/n85S81THff", very good on the hypocrisy of australian politicians from      ,0.45499999999999996,0.39000000000000007,positive,0.0,0.715,0.285,0.4927
613,"RT @e_moodle: 📢 ATENCIÓN 📢

Emprove Moodle Partner México, abre sus puertas, estableciendo oficinas en Costa Rica, que benefician y agiliza…",   atenci n    emprove moodle partner m xico  abre sus puertas  estableciendo oficinas en costa rica  que benefician y agiliza ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
614,"@JJKALE2 @JoshFrydenberg @6PR The media code has failed, Facebook won’t allows news on its site and the Google show… https://t.co/cBsdIRw3uy",      the media code has failed  facebook won t allows news on its site and the google show   ,-0.5,0.3,positive,0.157,0.667,0.176,0.1027
615,Hace mil que eliminé mi cuenta en Facebook!! #DeleteFacebook,hace mil que elimin  mi cuenta en facebook    deletefacebook,0.0,0.0,neutral,0.0,1.0,0.0,0.0
617,RT @bts_bighit: #BTS #방탄소년단 MAP OF THE SOUL : 7 Concept Photo Sketch #2 @ (https://t.co/btNgDZ59og) https://t.co/f4lD51doa0,  bts        map of the soul   7 concept photo sketch  2       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
618,"RT @ssp_sonora: Los invitamos este viernes 19 de febrero a disfrutar  la presentación especial del Ballet ""Tetabiakte"", integrado por Perso…", los invitamos este viernes 19 de febrero a disfrutar  la presentaci n especial del ballet  tetabiakte   integrado por perso ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
619,"Or just tune in on Facebook 

https://t.co/hpeW5I2Ipg",or just tune in on facebook    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
621,"@JorgeIvanOspina, @@SoyCarlosRojas, @MovilidadCali, @Caracol_Cali, @NoticiasRCN, @TuBarco, @radiocalidad,… https://t.co/jIvHo1Svnh",            cali             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
622,Compartilhei uma foto no Facebook falando sobre quem nunca tinha usado uma sapatilha transparente ( tendência a mui… https://t.co/HCc1kDN7DX,compartilhei uma foto no facebook falando sobre quem nunca tinha usado uma sapatilha transparente   tend ncia a mui   ,0.0,0.0,negative,0.121,0.879,0.0,-0.296
623,"RT @EnablersTeam: CEO Enablers | Saqib Azhar | Enabling Pakistan.
Enablers platform has changed thousands of Lives in Pakistan till date.…", ceo enablers   saqib azhar   enabling pakistan  enablers platform has changed thousands of lives in pakistan till date  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
625,What on earth is going on with these ppl stealing puppies?😢 Facebook and Instagram is full of heartbreaking posts ....,what on earth is going on with these ppl stealing puppies   facebook and instagram is full of heartbreaking posts     ,0.35,0.55,negative,0.283,0.717,0.0,-0.7717
627,"RT @RepHarris: We're live now with @FettermanLt, @bflood717 and @CLSphila. Join us to learn about second chances!

https://t.co/hiieVaA1P4", we re live now with      and    join us to learn about second chances    ,0.06818181818181818,0.25,positive,0.0,0.733,0.267,0.4588
629,"RT @americascup: What's on the #Gogglebox this weekend? 

The Prada Cup Final👉https://t.co/FAqZduCQRh https://t.co/ig4m1JMaXS", what s on the  gogglebox this weekend    the prada cup final    ,0.0,1.0,neutral,0.0,1.0,0.0,0.0
630,RT @shindo_y: 7月11日、#沖ノ鳥島 周辺の我が国EEZ内における、#中国海洋調査船 の違法な活動は３日目に入りました。中国による傍若無人な実状をお届けしたく、#海保 広報を掲載いたします。一人でも多くの国民の怒りの声をさらに大きく上げるためにも、拡散にご協力をお…, 7 11              eez                                                                                                         ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
